Admission No,Student Name,Mobile No,Course,Subject,Admission Date,Father Name,Mother Name,Father Occupation,DOB,Gender,Category,Subcast,Permanent Address,Present Address,District,State,Domicile,Email,Aadhaar No,Subject 4,Subject 5,Subject 6,Last Exam,Last Exam Year,Last Subject,Last Roll No,Last Enroll No,Board,Total Marks,Obtain Marks,Division,Percentage,Remark
381/48123,SAMARTH DOCTOR,4103613375,B.Sc. Micro Biology,BIOLOGY,22-02-2026,ANMOL DASS,KASHISH MERCHANT,ARTIST,03-06-2008,Male,SC,,"652, CHAWLA STREET, BHALSWA JAHANGIR PUR-226104","H.NO. 672, KHARE CIRCLE, SURAT-272916",NARAYANPUR,C.G.,NO,sathvik99@example.com,269992794789,,,,12TH,2025,SCIENCE,77596721,347567150,STATE BOARD,500,283,SECOND,56.6,
264/17931,ANIKA NARANG,4526695724,M.Sc. (Computer Science - Previous),COMPUTER,21-01-2026,ALEXANDER MITTER,DAYITA SANT,CARPENTER,13-12-2002,Female,GEN,,"661, BANDI NAGAR, KORBA-921678","36/97, BARAD, AHMEDNAGAR-453871",RAJNANDGAON,C.G.,YES,darikasalvi@example.net,990688615170,,,,GRADUATION,2024,SCIENCE,92087823,829308082,HEMCHAND YADAV UNIVERSITY,500,402,FIRST,80.4,
611/96253,JAGAT CHAR,3205801215,B.Sc. Electronics,-,17-01-2026,LUKE KALE,AMRUTA DHINGRA,POLICE,21-03-2004,Male,ST,,"58, SULE CIRCLE, FARRUKHABAD-302178","92/43, LALA CHOWK, MOTIHARI-929236",GARIABAND,C.G.,YES,forum69@example.net,266176388470,,,,12TH,2025,SCIENCE,31325269,355071191,HEMCHAND YADAV UNIVERSITY,500,337,FIRST,67.4,
225/80091,INAYA SHROFF,0892189108,B.A.,ARTS,13-01-2026,SIDDHARTH KOHLI,YASHASVI MOHANTY,BUSINESS,01-05-2006,Female,ST,,"07/484, HAYER CHOWK, BELLARY 636591","27/53, PAL NAGAR, OZHUKARAI 379473",JASHPUR,C.G.,NO,gaurika29@example.org,280221456974,,,,12TH,2023,ARTS,91731246,603842599,STATE BOARD,500,348,FIRST,69.6,
677/77924,ABHA RAVI,8205811662,M.A. (Previous),ARTS,09-01-2026,FARAJ AGATE,DAKSHA DORA,SELF EMPLOYED,12-07-2005,Female,ST,,"42/67, RANDHAWA ROAD, NARASARAOPET 547037","89/794, BAHL, DAVANAGERE-336105",KOREA,C.G.,YES,bsami@example.org,258854146802,,,,GRADUATION,2024,ARTS,43003397,165058315,CBSE,500,223,THIRD,44.6,
873/54622,WISHI KIBE,5214858907,M.Sc. (Computer Science - Previous),COMPUTER,17-01-2026,DHRUV BOSE,YASHAWINI AGATE,GOVT EMPLOYEE,24-05-2003,Female,SC,,"37, MASTER GANJ, BHAVNAGAR 938877","21/08, RATTA STREET, BOKARO 347009",KORBA,C.G.,NO,kashvipalla@example.org,565299879188,,,,GRADUATION,2025,SCIENCE,06634600,579502341,STATE BOARD,500,412,FIRST,82.4,
618/37611,NACHIKET TANEJA,4512477639,M.Sc. (Zoology - Previous),ZOOLOGY,10-02-2026,XAVIER BHASIN,ZILMIL KULKARNI,MECHANIC,06-09-2008,Male,GEN,,"20, ARYA CIRCLE, PUDUKKOTTAI-706468","122, PRASHAD NAGAR, KOLHAPUR 111836",KANKER,C.G.,NO,iyeraditya@example.com,459611281451,,,,GRADUATION,2023,SCIENCE,07283778,155530137,HEMCHAND YADAV UNIVERSITY,500,245,SECOND,49.0,
769/23890,GUNBIR KAR,7009446042,B.Sc. IT (Information Technology),COMPUTER,09-03-2026,OLIVER KAKAR,AACHAL BHARDWAJ,SELF EMPLOYED,06-07-2004,Male,ST,,"416, PRASHAD, GWALIOR 910886","005, MITRA ZILA, BEGUSARAI 323011",SUKMA,C.G.,NO,nirja92@example.net,885890147548,,,,12TH,2024,SCIENCE,36441614,870284819,HEMCHAND YADAV UNIVERSITY,500,332,FIRST,66.4,
738/20940,WILLIAM DAS,9885199567,M.Sc. (Biotechnology - Previous),-,01-02-2026,GAGAN HAYRE,LIPIKA HORA,TEACHER,25-05-2008,Male,ST,,"51/34, RADHAKRISHNAN ROAD, GANGTOK-239431","H.NO. 925, CHAUDHRY CHOWK, BALLY 922104",NARAYANPUR,C.G.,NO,gkhurana@example.org,580354511537,,,,GRADUATION,2022,SCIENCE,49880694,196109605,CBSE,500,226,SECOND,45.2,
438/44853,SHIVANI CHOUDHRY,8762355925,B.A.,ARTS,18-01-2026,RONITH NAZARETH,HEMANI SETHI,FARMER,29-07-2004,Female,ST,,"H.NO. 165, PAREKH, BHATPARA 366632","H.NO. 607, BHAKTA CIRCLE, AMBATTUR 407539",RAIPUR,C.G.,YES,grewalmeghana@example.com,667450401935,,,,12TH,2020,ARTS,16674562,358746452,HEMCHAND YADAV UNIVERSITY,500,250,SECOND,50.0,
417/20776,FARIQ SURI,2617802586,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,10-02-2026,ISHAAN LATA,VEDA SRIVASTAVA,FARMER,26-10-2003,Male,GEN,,"H.NO. 52, BAIL GANJ, MIRZAPUR-999683","118, PATIL PATH, BIHAR SHARIF 416973",RAIPUR,C.G.,YES,nidhi99@example.org,996940773438,,,,12TH,2021,ARTS,79213626,492167937,HEMCHAND YADAV UNIVERSITY,500,274,SECOND,54.8,
271/70510,ANAMIKA SARAN,1105304053,M.Sc. (Zoology - Previous),ZOOLOGY,26-02-2026,ANSH APTE,KAMALA BUCH,FARMER,17-04-2002,Female,GEN,,"79, JAGGI CIRCLE, SERAMPORE-864032","89/739, DATTA CHOWK, MIRZAPUR-014992",KANKER,C.G.,NO,dalbirsom@example.com,221964431848,,,,GRADUATION,2021,SCIENCE,14647216,382484097,CBSE,500,320,FIRST,64.0,
236/55564,JANAKI DEO,5601581237,M.Sc. (Botany - Previous),BOTANY,24-01-2026,IMARAN SARKAR,ZILMIL VALA,NURSE,02-04-2002,Female,ST,,"H.NO. 739, SATHE, KHARAGPUR 240200","81, AGGARWAL PATH, GURGAON 050543",SURGUJA,C.G.,YES,ysarraf@example.com,650920664489,,,,GRADUATION,2025,SCIENCE,92292531,455085614,STATE BOARD,500,422,FIRST,84.4,
245/44724,QUSHI CHAWLA,2842014735,M.Sc. (Zoology - Final),ZOOLOGY,05-03-2026,MANTHAN NANDA,IDIKA OM,TEACHER,26-07-2007,Female,OBC,,"H.NO. 38, SACHDEVA, MUMBAI 008985","83/82, GADE NAGAR, SRINAGAR 365041",JANJGIR-CHAMPA,C.G.,NO,ubora@example.net,491173758368,,,,GRADUATION,2021,SCIENCE,38634982,100012883,STATE BOARD,500,340,FIRST,68.0,
289/56046,FALAN SAHOTA,8309613302,M.Sc. (Biotechnology - Final),-,10-01-2026,DARSH SURA,VASATIKA WAGLE,ENGINEER,02-10-2003,Male,SC,,"H.NO. 892, PINGLE, BIDAR 825257","143, BATTA GANJ, NAGAON-941012",KANKER,C.G.,YES,jagdish25@example.org,748768345632,,,,GRADUATION,2025,SCIENCE,90269623,280094186,STATE BOARD,500,286,SECOND,57.2,
127/17209,NEHA UPADHYAY,9523242836,M.Sc. (Computer Science - Previous),COMPUTER,09-03-2026,QADIM RADHAKRISHNAN,SANAYA SETHI,SELF EMPLOYED,18-04-2008,Female,GEN,,"21/41, GANESH CHOWK, KORBA 905938","47, KALITA ROAD, PANIHATI-552744",BIJAPUR,C.G.,YES,unnatichand@example.org,326654560438,,,,GRADUATION,2023,SCIENCE,65568975,540710169,HEMCHAND YADAV UNIVERSITY,500,463,FIRST,92.6,
427/82768,WILLIAM KADAKIA,5389228945,B.Sc. Biotechnology,-,10-03-2026,RAYAAN CHAND,LEELA RAVI,LAWYER,18-04-2002,Male,SC,,"89, NARAYAN NAGAR, PALLAVARAM-851020","491, ISSAC PATH, BHILWARA-154855",KANKER,C.G.,YES,rwarrior@example.net,525781803427,,,,12TH,2021,SCIENCE,19757881,284628520,HEMCHAND YADAV UNIVERSITY,500,215,THIRD,43.0,
447/93474,KRISHNA WARRIOR,6387610962,B.A.,ARTS,24-01-2026,SAI KAPADIA,ANJALI KHOSLA,FREELANCER,20-01-2007,Male,ST,,"66, KAMDAR NAGAR, CHITTOOR-552377","48/19, MUTTI CHOWK, INDORE-586793",DURG,C.G.,NO,charles72@example.com,818614423426,,,,12TH,2024,ARTS,36641196,378705062,STATE BOARD,500,459,FIRST,91.8,
600/35220,ATHARV KAUL,0781077984,M.A. (Previous),ARTS,23-02-2026,CHANAKYA BORRA,AACHAL MISHRA,CLERK,14-08-2004,Male,OBC,,"H.NO. 59, PRASAD PATH, AURANGABAD-289503","H.NO. 390, NAZARETH STREET, ULUBERIA-127088",BALOD,C.G.,NO,jonathan12@example.org,108623802404,,,,GRADUATION,2025,ARTS,25830967,207294362,CBSE,500,363,FIRST,72.6,
812/44966,BHAVYA KIBE,8095055570,M.Sc. (Chemistry - Final),CHEMISTRY,05-01-2026,KALPIT BHATNAGAR,RAKSHA BAINS,GOVT EMPLOYEE,30-08-2004,Female,ST,,"73/81, KRISHNAMURTHY GANJ, GUNA-543917","04, KANDA ROAD, JALGAON-536492",KONDAGAON,C.G.,NO,krishnatheodore@example.com,317768680558,,,,GRADUATION,2023,SCIENCE,52944204,763604282,CBSE,500,269,SECOND,53.8,
337/10227,UCCHAL GUPTA,3012260047,M.Sc. (Biotechnology - Final),-,03-03-2026,FARAS MAHAJAN,ISHANVI KALE,CARPENTER,18-06-2000,Female,OBC,,"65/52, VARGHESE NAGAR, DEHRI 799689","H.NO. 160, RAVAL CHOWK, RAMGARH 021001",SURGUJA,C.G.,YES,wakeeta65@example.com,030172721564,,,,GRADUATION,2024,SCIENCE,45252822,160229536,HEMCHAND YADAV UNIVERSITY,500,299,SECOND,59.8,
237/77478,BALHAAR SHETTY,6238845761,M.Sc. (Chemistry - Final),CHEMISTRY,02-02-2026,HITESH KRISH,AMAIRA NARASIMHAN,BUSINESS,27-09-2006,Male,OBC,,"H.NO. 62, KOHLI ROAD, PANIHATI-551678","92/92, DAR PATH, CHAPRA-294667",KORBA,C.G.,NO,shivanikhatri@example.net,191002927804,,,,GRADUATION,2021,SCIENCE,41612872,070902709,STATE BOARD,500,408,FIRST,81.6,
162/53077,ADVIKA JANI,3304141973,M.Sc. (Physics - Final),PHYSICS,15-01-2026,ADVIK GOLA,VEDIKA BANERJEE,LABOUR,02-05-2005,Female,ST,,"H.NO. 00, DESHMUKH ZILA, PANVEL 011870","494, SUR PATH, CHINSURAH 072122",KORBA,C.G.,YES,qmannan@example.org,470448780943,,,,GRADUATION,2025,SCIENCE,66128388,083460755,STATE BOARD,500,403,FIRST,80.6,
473/17122,DARIKA CHAUDRY,4512346360,M.Sc. (Computer Science - Final),COMPUTER,06-02-2026,HITESH RAJAGOPALAN,GARIMA SINGHAL,RETIRED,09-08-2005,Female,SC,,"712, VASA CIRCLE, PANVEL 476870","H.NO. 595, SHUKLA ROAD, BHUBANESWAR 137775",BEMETARA,C.G.,NO,jaggiqarin@example.org,300528786832,,,,GRADUATION,2024,SCIENCE,49841598,195319471,HEMCHAND YADAV UNIVERSITY,500,221,THIRD,44.2,
256/28445,YOCHANA KHARE,7804320784,M.Sc. (Biotechnology - Previous),-,12-03-2026,TIMOTHY NAZARETH,BHANUMATI BATH,BUSINESS,14-09-2008,Female,ST,,"88, CHEEMA, KOLLAM-657972","342, RATTI STREET, DANAPUR 069685",RAIGARH,C.G.,NO,advay07@example.org,184360855548,,,,GRADUATION,2021,SCIENCE,63598137,154898219,STATE BOARD,500,269,SECOND,53.8,
509/46293,NETRA WADHWA,5864493038,M.A. (Previous),ARTS,07-01-2026,DAKSH PAI,JEEVIKA MAND,RETIRED,29-01-2005,Female,ST,,"94/700, DUGAR CHOWK, FATEHPUR-675507","90, LANKA MARG, VADODARA 545227",KANKER,C.G.,YES,forum58@example.com,408901459766,,,,GRADUATION,2021,ARTS,57354894,513758047,HEMCHAND YADAV UNIVERSITY,500,227,SECOND,45.4,
396/78053,INDALI BORAH,4021830788,M.Sc. (Mathematics - Previous),MATHEMATICS,08-02-2026,RAYAAN DOSHI,EKTA BHATIA,RETIRED,18-02-2008,Female,OBC,,"H.NO. 68, SACHDEVA GANJ, PHAGWARA 401156","H.NO. 28, PADMANABHAN PATH, BELLARY 921829",KONDAGAON,C.G.,YES,mayapillai@example.net,732413628461,,,,GRADUATION,2025,SCIENCE,38931470,290179574,STATE BOARD,500,386,FIRST,77.2,
202/33458,JANANI LAD,3848777536,B.Sc. Micro Biology,BIOLOGY,21-02-2026,AMOL GOUR,HEMA KHURANA,FARMER,04-02-2007,Female,OBC,,"58/102, IYER MARG, NASHIK-959654","H.NO. 969, GOUR CIRCLE, BHARATPUR-817371",KORBA,C.G.,NO,doak@example.org,587624651164,,,,12TH,2025,SCIENCE,75796590,325583894,CBSE,500,438,FIRST,87.6,
355/71114,KIAAN DAS,8620104079,M.Sc. (Chemistry - Previous),CHEMISTRY,06-01-2026,DHRUV SANDHU,AASHI TRIVEDI,ACCOUNTANT,20-06-2000,Male,SC,,"48/237, SAGAR CHOWK, JABALPUR 023294","56/51, BALASUBRAMANIAN NAGAR, JORHAT 304613",RAJNANDGAON,C.G.,YES,sankarancharan@example.com,141504535546,,,,GRADUATION,2025,SCIENCE,44874825,065892152,HEMCHAND YADAV UNIVERSITY,500,401,FIRST,80.2,
282/99379,ZANSI GALA,0058058023,BBA (Bachelor of Business Administration),MANAGEMENT,15-02-2026,GEORGE SUNDER,LEELA GOPAL,ARMY PERSONNEL,15-10-2004,Female,GEN,,"H.NO. 37, GANESH MARG, RAJKOT-989842","223, SIBAL CIRCLE, RAURKELA INDUSTRIAL TOWNSHIP 089593",NARAYANPUR,C.G.,NO,jeetshukla@example.net,252765603218,,,,12TH,2025,ARTS,82712718,515380970,STATE BOARD,500,291,SECOND,58.2,
897/76136,VIDHI MANI,2550000226,B.Sc. Biotechnology,-,17-01-2026,NEEL CHANDRAN,KRISHNA UPADHYAY,ACCOUNTANT,24-10-2005,Female,GEN,,"83, WABLE STREET, JAMSHEDPUR 124231","H.NO. 311, RAM GANJ, JAIPUR-613510",BALODA BAZAR,C.G.,NO,max52@example.org,535528270270,,,,12TH,2023,SCIENCE,01437826,252927684,STATE BOARD,500,347,FIRST,69.4,
241/24896,MAHIKA SACHDEV,0245063984,M.Sc. (Chemistry - Previous),CHEMISTRY,11-03-2026,XAVIER RAJAN,UCCHAL PRADHAN,ARTIST,04-03-2002,Female,GEN,,"70/12, CHAUDHURI MARG, REWA-570607","91/498, DHAR CIRCLE, DEHRADUN-401811",KORBA,C.G.,NO,ddhar@example.net,077174965631,,,,GRADUATION,2022,SCIENCE,90196120,019530524,HEMCHAND YADAV UNIVERSITY,500,485,FIRST,97.0,
421/10111,EKANTA RAJA,8018066390,BCA (Bachelor of Computer Applications),COMPUTER,19-02-2026,SHIVANSH MALHOTRA,CHANCHAL DEEP,DOCTOR,10-04-2008,Female,OBC,,"62/167, DUTTA STREET, PANVEL 838800","H.NO. 71, DADA GANJ, KOLLAM 107039",KOREA,C.G.,YES,pavanicheema@example.org,179434287355,,,,12TH,2023,ARTS,76939252,786326929,HEMCHAND YADAV UNIVERSITY,500,259,SECOND,51.8,
756/61847,YASHASVI PRABHAKAR,1622213883,B.Lib (Bachelor of Library Science),LIBRARY SCIENCE,06-02-2026,ANAY GOLE,ATI MODY,GOVT EMPLOYEE,27-11-2005,Female,OBC,,"17/17, NAIK ROAD, TADEPALLIGUDEM-680344","H.NO. 02, JAIN ROAD, JABALPUR 326579",BIJAPUR,C.G.,YES,devansh88@example.org,311127006999,,,,12TH,2020,ARTS,06539763,936351981,CBSE,500,479,FIRST,95.8,
506/45479,CHAKRADHAR CHACKO,9140484063,B.Sc. Biotechnology,-,22-02-2026,LABAN RAMASWAMY,WAKEETA DHALIWAL,FREELANCER,15-05-2003,Male,SC,,"H.NO. 09, SINGHAL CHOWK, RAIPUR-250950","55/899, BHASIN CHOWK, MALEGAON 956606",RAJNANDGAON,C.G.,NO,zamble@example.org,126474220628,,,,12TH,2024,SCIENCE,83626824,886707527,STATE BOARD,500,295,SECOND,59.0,
531/12841,GUNEET SAHA,7833931057,M.Sc. (Zoology - Previous),ZOOLOGY,16-01-2026,SHAURYA VARMA,ABHA BRAHMBHATT,DOCTOR,28-12-2007,Male,SC,,"41/590, KOTHARI CIRCLE, MORADABAD 362881","838, THAMAN ZILA, BIKANER 988283",NARAYANPUR,C.G.,NO,aishani42@example.net,218144428696,,,,GRADUATION,2023,SCIENCE,46735987,266625379,HEMCHAND YADAV UNIVERSITY,500,387,FIRST,77.4,
771/43882,NACHIKET LAL,6960738439,B.Sc. (Mathematics),MATHEMATICS,13-03-2026,DARSH NANDA,VAISHNAVI EDWIN,PRIVATE JOB,29-04-2006,Male,SC,,"57/35, DEO CHOWK, GUNTUR-349267","73/58, DIN NAGAR, PONDICHERRY-579663",JASHPUR,C.G.,NO,fsrinivas@example.org,350343321412,,,,12TH,2021,SCIENCE,61926419,094197297,CBSE,500,285,SECOND,57.0,
911/98076,RAYAAN NATH,2809438312,B.Sc. (Biology),BIOLOGY,22-02-2026,UDANT VARUGHESE,HARITA RASTOGI,PLUMBER,03-06-2005,Male,OBC,,"14/42, SOMAN ZILA, AMRITSAR-810720","H.NO. 13, BOSE ROAD, BALLIA 066189",KONDAGAON,C.G.,YES,rayaandeshpande@example.org,541842009030,,,,12TH,2021,SCIENCE,73710857,464618220,HEMCHAND YADAV UNIVERSITY,500,233,SECOND,46.6,
768/19069,DARPAN DEWAN,2818451868,M.Sc. (Physics - Previous),PHYSICS,30-01-2026,IKBAL PARMER,YOCHANA MOHANTY,POLICE,23-11-2004,Male,GEN,,"193, NARASIMHAN ROAD, PONDICHERRY 010217","576, CHANDRAN CIRCLE, GUNTAKAL 240042",RAIPUR,C.G.,NO,baniksudiksha@example.net,292185272465,,,,GRADUATION,2022,SCIENCE,34592384,694897170,STATE BOARD,500,384,FIRST,76.8,
935/43888,GOPAL KULKARNI,4981494308,M.Sc. (Biotechnology - Previous),-,02-03-2026,CHARAN MAHARAJ,VARSHA DEWAN,ARTIST,23-02-2001,Male,GEN,,"59/862, KAKAR PATH, ALAPPUZHA-389830","05/79, KHURANA CIRCLE, NASHIK-948151",BEMETARA,C.G.,YES,unni36@example.org,663866460837,,,,GRADUATION,2022,SCIENCE,09389802,128594399,HEMCHAND YADAV UNIVERSITY,500,307,FIRST,61.4,
878/39292,UPKAAR KALE,4468111629,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,09-02-2026,WRIDDHISH BHARGAVA,VRITTI SHERE,FARMER,22-08-2006,Male,OBC,,"70/366, AGRAWAL ROAD, BIJAPUR-876487","89, MODI CIRCLE, RAMAGUNDAM-428057",BALRAMPUR,C.G.,YES,barmanbhavika@example.com,989947035151,,,,12TH,2020,ARTS,33720811,258190993,HEMCHAND YADAV UNIVERSITY,500,391,FIRST,78.2,
861/22262,ANMOL RAU,8529020340,M.Sc. (Computer Science - Final),COMPUTER,20-01-2026,EKARAJ PATIL,LILA KHALSA,FREELANCER,13-08-2003,Male,OBC,,"11/22, MAGAR CHOWK, KANPUR 714279","H.NO. 19, NADKARNI NAGAR, AMBATTUR 689098",BILASPUR,C.G.,NO,faraj85@example.com,215368080345,,,,GRADUATION,2022,SCIENCE,77806706,841062437,HEMCHAND YADAV UNIVERSITY,500,278,SECOND,55.6,
232/13540,BHAVIKA PRAKASH,1943087252,B.Sc. (Mathematics),MATHEMATICS,10-03-2026,KRISHNA MASTER,VRITTI CHAHAL,PLUMBER,12-12-2007,Female,ST,,"19/121, SAHA STREET, JALGAON 724055","369, CHANA CHOWK, VIJAYANAGARAM 337106",KONDAGAON,C.G.,YES,bahadurjit66@example.com,544166113191,,,,12TH,2023,SCIENCE,49908668,762416140,STATE BOARD,500,326,FIRST,65.2,
153/70961,YAMINI SAGAR,2581748577,M.Sc. (Biotechnology - Final),-,22-02-2026,OJAS NATT,AVNI NATARAJAN,FREELANCER,03-05-2001,Female,GEN,,"H.NO. 09, WASON PATH, KALYAN-DOMBIVLI-940867","H.NO. 55, WALIA NAGAR, VARANASI 270939",RAIPUR,C.G.,YES,lopa10@example.net,210697170295,,,,GRADUATION,2022,SCIENCE,25652864,421780753,STATE BOARD,500,265,SECOND,53.0,
153/94884,UDANT ROY,6810685374,B.Sc. Micro Biology,BIOLOGY,15-01-2026,RONITH BORRA,ISHANVI CHHABRA,BUSINESS,21-07-2000,Male,GEN,,"H.NO. 68, MAJUMDAR NAGAR, RAMGARH 547264","26/443, GANGULY GANJ, IMPHAL-811413",BILASPUR,C.G.,YES,doza@example.net,300661455992,,,,12TH,2025,SCIENCE,77846965,453230986,CBSE,500,291,SECOND,58.2,
213/64304,SAKSHAM ROY,3186622663,M.Sc. (Physics - Previous),PHYSICS,26-01-2026,ISHWAR VARKEY,EKANTIKA MISRA,CONSULTANT,26-02-2002,Male,ST,,"11/51, SANKARAN STREET, MORADABAD 771528","101, BEHL ROAD, PHUSRO-155926",KONDAGAON,C.G.,YES,dadaekaraj@example.org,061379334709,,,,GRADUATION,2021,SCIENCE,00444284,112428363,STATE BOARD,500,333,FIRST,66.6,
786/28822,CHANDRESH SUR,5904544280,M.Sc. (Botany - Previous),BOTANY,09-03-2026,AYUSHMAN DASGUPTA,URMI VARUGHESE,GOVT EMPLOYEE,22-05-2002,Male,GEN,,"61/523, CHERIAN CHOWK, BIKANER 551195","H.NO. 90, MAJUMDAR ZILA, KOLLAM-053568",KONDAGAON,C.G.,NO,tarakant@example.com,842665166417,,,,GRADUATION,2021,SCIENCE,51967504,571712518,HEMCHAND YADAV UNIVERSITY,500,259,SECOND,51.8,
237/54815,RISHI SEKHON,7810319094,BCA (Bachelor of Computer Applications),COMPUTER,17-01-2026,AZAD TIWARI,WISHI DARA,ACCOUNTANT,20-05-2000,Male,GEN,,"06/635, RATTI GANJ, BOKARO 921142","664, SANGHVI ZILA, ROHTAK 792903",KANKER,C.G.,YES,ira48@example.net,145000459823,,,,12TH,2024,ARTS,25668356,280915603,CBSE,500,379,FIRST,75.8,
865/83921,TIMOTHY CHANDA,9433614097,B.Sc. Computer Science,COMPUTER,18-03-2026,LAKSHIT BUMB,DEVIKA VIRK,NURSE,06-07-2006,Male,GEN,,"944, BADAMI CHOWK, NANGLOI JAT 538315","H.NO. 605, RAJU ROAD, MYSORE 520138",RAJNANDGAON,C.G.,NO,bobalekansh@example.com,961119352795,,,,12TH,2023,SCIENCE,93155258,953286313,STATE BOARD,500,401,FIRST,80.2,
597/35267,QABIL KORPAL,5225248583,M.Sc. (Mathematics - Final),MATHEMATICS,17-02-2026,OSCAR BUMB,RAKSHA VYAS,LAWYER,15-03-2001,Male,ST,,"68, MISRA MARG, TIRUPPUR-975317","34, RAMASWAMY ROAD, GWALIOR-806936",NARAYANPUR,C.G.,YES,virajbajaj@example.org,049334675875,,,,GRADUATION,2025,SCIENCE,48270432,850565999,CBSE,500,285,SECOND,57.0,
549/37434,ODIKA KAUL,3327906285,M.Sc. (Botany - Previous),BOTANY,28-02-2026,SAMAKSH KALLA,VANYA RATTAN,ACCOUNTANT,13-07-2003,Female,SC,,"497, CHAD STREET, CHITTOOR-737276","H.NO. 565, DOSHI ROAD, JODHPUR 096286",SURGUJA,C.G.,YES,nandinidara@example.net,338366609799,,,,GRADUATION,2021,SCIENCE,49429446,583237276,STATE BOARD,500,445,FIRST,89.0,
104/45740,FARIS NARASIMHAN,5437825509,M.Com. (Final),COMMERCE,09-01-2026,ABHIMANYU VYAS,ABHA HARI,POLICE,11-03-2007,Male,GEN,,"154, NAIK STREET, RATLAM-576714","11, CHACKO MARG, BALLY-090383",DHAMTARI,C.G.,YES,widishayadav@example.com,021589832500,,,,GRADUATION,2025,COMMERCE,49195323,575135225,CBSE,500,496,FIRST,99.2,
181/96796,AARUSH CHOKSHI,1412587453,M.Sc. (Botany - Final),BOTANY,19-01-2026,JACK RATTAN,UBIKA SASTRY,CONSULTANT,29-08-2003,Male,SC,,"556, BALAN CIRCLE, MORADABAD-619644","82/41, BORRA NAGAR, NELLORE-701060",BEMETARA,C.G.,NO,tramesh@example.com,155493454650,,,,GRADUATION,2022,SCIENCE,30378048,971111443,CBSE,500,336,FIRST,67.2,
543/55839,EKIYA CHANDA,9287070558,M.A. (Final),ARTS,01-02-2026,QADIM WADHWA,UNNI RAVAL,BUSINESS,11-03-2008,Female,GEN,,"905, WABLE PATH, TEZPUR-595015","91, SANGHVI CHOWK, GHAZIABAD-672736",GARIABAND,C.G.,YES,kaurzayan@example.org,790707852997,,,,GRADUATION,2025,ARTS,11279310,802343530,STATE BOARD,500,497,FIRST,99.4,
552/35218,RAJATA RATTI,8823428655,M.Sc. (Zoology - Final),ZOOLOGY,02-03-2026,UDARSH SETH,RAJATA BALA,CONSULTANT,30-11-2002,Female,OBC,,"797, NORI ZILA, RAJKOT-514643","H.NO. 36, NARAYANAN STREET, KOCHI-103371",SURGUJA,C.G.,YES,godabalveer@example.com,492970910400,,,,GRADUATION,2023,SCIENCE,82193878,436230314,HEMCHAND YADAV UNIVERSITY,500,433,FIRST,86.6,
387/17767,ETHAN BADAL,2872641905,BCA (Bachelor of Computer Applications),COMPUTER,10-01-2026,GIRIK CHAD,VEDHIKA SARRAF,PRIVATE JOB,12-01-2003,Male,OBC,,"H.NO. 49, KADAKIA NAGAR, AVADI 440556","31/584, TRIPATHI MARG, SANGLI-MIRAJ & KUPWAD 134877",BEMETARA,C.G.,NO,bahrisanya@example.org,664101798759,,,,12TH,2024,ARTS,63781149,328265533,CBSE,500,493,FIRST,98.6,
815/86237,PETER PRASHAD,0132797932,M.Sc. (Computer Science - Previous),COMPUTER,19-02-2026,MAANAV MANNE,RAJESHRI SAVANT,ARTIST,26-02-2004,Male,OBC,,"22/863, SAXENA CHOWK, ASANSOL 458552","H.NO. 325, DUBEY CIRCLE, HOWRAH-960564",BALOD,C.G.,YES,eiravati94@example.org,510815293719,,,,GRADUATION,2020,SCIENCE,86588427,112128188,HEMCHAND YADAV UNIVERSITY,500,403,FIRST,80.6,
798/68121,ADVIK CHERIAN,6297749340,M.A. (Final),ARTS,05-01-2026,ZASHIL SATHE,JHALAK NAIDU,DOCTOR,21-05-2002,Male,OBC,,"322, SEM GANJ, NAGERCOIL 998930","H.NO. 145, RASTOGI, JAMMU 474383",RAJNANDGAON,C.G.,YES,upadhyayekapad@example.org,126465183113,,,,GRADUATION,2025,ARTS,29896823,631759805,CBSE,500,468,FIRST,93.6,
232/62912,OLIVER KHURANA,6981136620,M.Sc. (Botany - Previous),BOTANY,01-01-2026,NAKUL VARMA,TANMAYI SODHI,ELECTRICIAN,16-03-2002,Male,ST,,"76/54, BAVA PATH, PHAGWARA 774935","H.NO. 53, THAKUR GANJ, JABALPUR 534130",SUKMA,C.G.,NO,sanyamohanty@example.com,882833053572,,,,GRADUATION,2025,SCIENCE,92706896,180043893,CBSE,500,366,FIRST,73.2,
845/22813,RADHIKA RAU,3355070507,PGDCA (Post Graduate Diploma in Computer Applications),COMPUTER,09-02-2026,JOSHUA LAD,MEKHALA SOM,CONSULTANT,14-04-2008,Female,SC,,"69/69, BOASE GANJ, TIRUPPUR-507715","35, DHAWAN GANJ, KHORA  339919",KONDAGAON,C.G.,YES,xtalwar@example.net,253764242241,,,,GRADUATION,2023,ARTS,21659378,549244265,STATE BOARD,500,292,SECOND,58.4,
